source_id,target_id,relationship_type,weight,interaction_freq
E02471,E02246,parent_company,0.29,49
E02265,E01956,shared_director,0.6,30
E02909,E02030,shared_director,0.65,24
E01777,E00051,co-investor,0.21,17
E02152,E00708,supplier,0.57,17
E02491,E01012,supplier,0.39,39
E02163,E00777,supplier,0.24,9
E01649,E00041,supplier,0.1,5
E01187,E01219,supplier,0.69,43
E02861,E01911,shared_director,0.23,40
E00276,E01250,parent_company,0.87,19
E02311,E00290,parent_company,0.37,2
E00837,E02116,shared_director,0.39,41
E02227,E01926,parent_company,0.13,40
E02213,E01781,co-investor,0.85,25
E01218,E00655,parent_company,0.37,1
E01350,E02544,parent_company,0.15,12
E00957,E01380,parent_company,0.13,32
E01748,E01754,supplier,0.66,17
E02289,E02542,shared_director,0.21,37
E02234,E00140,co-investor,0.46,9
E00018,E00349,shared_director,0.69,16
E02573,E00012,shared_director,0.65,27
E00412,E02156,shared_director,0.61,31
E00627,E02670,co-investor,0.86,1
E01269,E01016,co-investor,0.54,8
E02912,E00670,co-investor,0.3,5
E02690,E00796,shared_director,0.69,21
E01658,E00398,supplier,0.15,32
E02032,E00805,parent_company,0.17,23
E00255,E00925,shared_director,0.18,37
E02717,E00735,supplier,0.23,22
E02548,E02392,supplier,0.63,34
E01984,E00793,parent_company,0.51,13
E01222,E00754,co-investor,0.87,20
E01127,E01838,co-investor,0.59,1
E01110,E02021,shared_director,0.12,48
E02190,E01704,parent_company,0.8,21
E00270,E00022,shared_director,0.47,5
E02492,E00293,shared_director,0.67,45
E02283,E01464,supplier,0.53,16
E02693,E00682,co-investor,0.17,23
E01571,E00789,co-investor,0.13,5
E02287,E01451,supplier,0.41,35
E00324,E00391,co-investor,0.91,29
E01068,E01112,shared_director,0.7,16
E02467,E02730,supplier,0.93,4
E02649,E02015,shared_director,0.1,19
E00047,E02408,parent_company,0.9,1
E01276,E01307,co-investor,0.21,18
E00076,E01019,parent_company,0.26,35
E00099,E02790,parent_company,0.63,26
E00657,E00164,parent_company,0.56,35
E02272,E01636,co-investor,0.67,45
E00087,E02704,shared_director,0.58,1
E00621,E01605,co-investor,0.24,45
E01385,E00371,shared_director,0.35,28
E02906,E02459,parent_company,0.88,47
E00970,E01404,shared_director,0.22,4
E00778,E02478,shared_director,0.37,2
E02061,E02078,supplier,0.79,28
E01997,E00175,shared_director,0.99,3
E02444,E00689,supplier,0.98,46
E00482,E02456,supplier,0.59,47
E02838,E02578,co-investor,0.88,6
E00377,E00818,parent_company,0.83,25
E00411,E00395,co-investor,0.58,36
E01387,E02298,supplier,0.41,26
E00988,E00764,supplier,0.2,42
E01652,E00133,co-investor,0.99,44
E02754,E00651,parent_company,0.12,15
E02461,E01927,supplier,0.53,18
E01489,E02913,co-investor,0.37,47
E02860,E00233,parent_company,0.93,13
E00328,E01818,supplier,0.36,48
E00301,E02530,co-investor,0.76,37
E01116,E01726,shared_director,0.82,27
E00542,E01669,parent_company,0.32,45
E02361,E01540,supplier,0.43,1
E00565,E01575,supplier,0.77,20
E00068,E00532,co-investor,0.54,36
E01837,E00025,parent_company,0.92,34
E01644,E00199,co-investor,0.94,4
E01612,E00969,supplier,0.46,16
E01778,E00035,co-investor,0.14,47
E02175,E02626,supplier,0.68,28
E01090,E00033,supplier,0.11,14
E02403,E00180,supplier,0.99,4
E00972,E02618,supplier,0.23,9
E00096,E02492,co-investor,0.41,45
E00820,E01885,co-investor,0.61,45
E02448,E01502,parent_company,0.87,37
E02660,E00765,shared_director,0.14,40
E02185,E01763,supplier,0.22,30
E01429,E02020,co-investor,0.7,17
E01120,E02582,parent_company,0.14,19
E02281,E02478,co-investor,0.72,22
E00923,E02105,supplier,0.21,2
E02584,E02299,supplier,0.75,39
E01595,E01425,co-investor,0.58,19
E01160,E01353,shared_director,0.98,11
E00688,E02446,co-investor,0.23,32
E02526,E02028,supplier,0.38,27
E01557,E00050,parent_company,0.97,27
E00421,E01721,parent_company,0.38,28
E00125,E01834,supplier,0.37,41
E00632,E01727,shared_director,0.11,13
E01448,E00258,co-investor,0.55,2
E00291,E01534,parent_company,0.71,5
E01808,E00944,supplier,0.48,7
E01295,E01734,supplier,0.41,29
E02344,E00254,co-investor,0.22,17
E01238,E00308,parent_company,0.32,21
E01260,E01812,co-investor,0.15,25
E01083,E01497,parent_company,0.19,21
E02845,E01916,supplier,0.39,30
E00505,E02346,supplier,0.78,34
E02611,E02358,shared_director,0.49,48
E01231,E01658,parent_company,0.49,25
E00505,E02269,parent_company,0.28,21
E02923,E02488,shared_director,0.34,43
E02292,E01885,shared_director,0.59,1
E01533,E02813,shared_director,0.14,12
E00995,E02843,shared_director,0.86,47
E00364,E02221,co-investor,0.32,1
E02632,E00411,parent_company,0.25,39
E01475,E01772,shared_director,0.32,13
E00589,E02828,shared_director,0.29,44
E00546,E00862,shared_director,0.36,3
E00763,E02297,parent_company,0.39,49
E00672,E01618,shared_director,0.44,38
E02674,E00766,co-investor,0.25,31
E00970,E02548,parent_company,0.3,35
E01386,E02670,parent_company,0.14,16
E02810,E00747,supplier,0.62,17
E02822,E00001,supplier,0.48,13
E00934,E00718,co-investor,0.36,14
E01217,E02027,supplier,0.64,34
E00612,E02491,supplier,0.82,31
E01358,E01316,supplier,0.4,18
E02827,E01402,parent_company,0.91,4
E01813,E01326,shared_director,0.61,39
E02550,E00285,parent_company,0.6,15
E00510,E00121,supplier,0.74,26
E01165,E01008,parent_company,0.71,12
E01772,E02562,parent_company,0.92,32
E01841,E01915,shared_director,0.3,5
E01697,E02074,supplier,0.96,26
E01224,E01959,supplier,0.93,29
E00015,E00850,co-investor,0.15,25
E00142,E01373,co-investor,0.25,33
E01247,E00555,co-investor,0.18,3
E02623,E01938,co-investor,0.76,9
E02032,E01107,supplier,0.71,28
E01939,E01503,parent_company,0.49,27
E00565,E01521,supplier,0.86,28
E00655,E00057,supplier,0.32,26
E00782,E02083,co-investor,0.67,26
E01075,E01687,supplier,0.35,29
E01095,E01291,shared_director,0.68,14
E00428,E02142,parent_company,0.98,45
E02338,E02783,shared_director,0.77,35
E02901,E01138,supplier,0.33,46
E02073,E01751,supplier,0.63,40
E01291,E01285,supplier,0.88,39
E02877,E02711,parent_company,0.23,27
E01788,E01215,parent_company,0.21,48
E00912,E02419,co-investor,0.9,7
E00536,E00414,parent_company,0.75,38
E02884,E02186,supplier,0.69,7
E01350,E02523,co-investor,0.61,22
E00934,E01031,supplier,0.1,5
E00748,E02806,shared_director,0.49,45
E00670,E00564,parent_company,0.83,34
E02881,E01246,shared_director,0.37,41
E00662,E01397,shared_director,0.74,48
E02065,E02852,shared_director,0.16,33
E02053,E02156,parent_company,0.92,9
E00840,E01845,shared_director,0.15,43
E02240,E01189,supplier,0.45,4
E01575,E02858,supplier,0.99,13
E02859,E01047,co-investor,0.46,30
E02356,E02456,co-investor,0.45,49
E02784,E01330,shared_director,0.72,40
E01104,E02324,shared_director,0.27,44
E02219,E00989,supplier,0.87,29
E00632,E00825,shared_director,0.82,4
E02225,E00244,parent_company,0.48,25
E01642,E00543,supplier,0.19,21
E01460,E01306,shared_director,0.72,27
E01138,E01354,shared_director,0.7,34
E01633,E01321,co-investor,0.78,23
E02022,E01443,supplier,0.99,12
E01044,E01927,shared_director,0.35,1
E00215,E01583,shared_director,0.4,27
E02175,E00544,co-investor,0.71,23
E00293,E01699,shared_director,0.42,21
E00437,E00631,parent_company,0.9,20
E01066,E00282,shared_director,0.94,1
E00589,E00827,parent_company,0.58,35
E01745,E00070,parent_company,0.85,31
E00172,E00261,shared_director,0.12,16
E01673,E00795,supplier,0.89,20
E01097,E00631,parent_company,0.56,27
E00249,E00711,supplier,0.82,22
E00199,E02215,parent_company,0.13,39
E01139,E00284,parent_company,0.34,38
E00050,E02392,shared_director,0.67,39
E01949,E02443,shared_director,0.88,37
E01995,E00553,co-investor,0.4,10
E02275,E01101,supplier,0.29,25
E02497,E01108,supplier,0.37,3
E01901,E00839,co-investor,0.78,25
E02832,E02016,co-investor,0.99,1
E02348,E01319,shared_director,0.68,15
E02348,E01029,supplier,0.9,38
E02573,E02247,supplier,0.23,28
E00005,E00691,co-investor,0.34,42
E00182,E00956,supplier,0.42,34
E02460,E00574,co-investor,0.57,40
E00072,E01920,parent_company,0.86,10
E00168,E00932,supplier,0.61,29
E02724,E01884,shared_director,0.36,28
E01886,E01486,co-investor,0.96,8
E02689,E01265,supplier,0.56,28
E01095,E02813,parent_company,0.28,33
E02139,E00529,co-investor,0.81,34
E01624,E02853,co-investor,0.2,27
E00652,E01003,parent_company,0.25,28
E00128,E02634,co-investor,0.75,25
E02551,E01147,parent_company,0.51,31
E01199,E02115,parent_company,0.19,29
E00789,E02867,supplier,0.45,12
E02419,E00876,supplier,0.43,34
E00370,E01920,parent_company,0.37,10
E01563,E01482,co-investor,0.61,27
E02552,E02248,supplier,0.94,10
E00965,E00547,shared_director,0.75,15
E02678,E01941,supplier,0.51,33
E02373,E00111,parent_company,0.9,15
E01932,E02783,supplier,0.13,49
E01755,E01296,co-investor,0.89,46
E02221,E02572,shared_director,0.15,36
E01150,E01909,shared_director,0.62,46
E01063,E00290,shared_director,0.48,21
E01286,E00830,supplier,0.99,35
E02216,E02558,supplier,0.86,48
E00861,E01896,supplier,0.42,5
E01313,E02024,supplier,0.6,20
E01514,E02089,shared_director,0.25,36
E00861,E02071,co-investor,0.6,29
E01684,E00842,supplier,0.88,2
E02807,E01962,shared_director,0.17,16
E02432,E01635,supplier,0.26,41
E02736,E02469,supplier,0.67,22
E00362,E02242,supplier,0.24,37
E02651,E02212,shared_director,0.86,49
E00403,E02093,parent_company,0.83,2
E02658,E02001,supplier,0.92,25
E02930,E02442,supplier,0.89,4
E01863,E02401,parent_company,0.3,50
E00602,E02415,parent_company,0.45,39
E00947,E00918,co-investor,0.91,33
E02715,E01789,co-investor,0.65,30
E00190,E00994,co-investor,0.14,32
E01344,E01886,shared_director,0.88,47
E00923,E00783,co-investor,0.42,29
E00055,E01995,shared_director,0.31,7
E00700,E02696,parent_company,0.19,22
E01394,E02590,supplier,0.71,50
E01304,E01803,supplier,0.42,42
E00384,E02150,shared_director,0.66,44
E00912,E02116,co-investor,0.74,18
E01079,E00184,co-investor,0.43,33
E02202,E00858,supplier,0.97,20
E00262,E01264,shared_director,0.96,42
E02874,E00420,parent_company,0.94,42
E01322,E00202,parent_company,0.46,29
E00467,E01329,shared_director,0.84,50
E02187,E02465,supplier,0.77,38
E02617,E01794,shared_director,0.66,35
E00219,E00583,parent_company,0.67,20
E02571,E01094,co-investor,0.48,19
E01079,E01688,shared_director,0.62,19
E00102,E00950,shared_director,0.75,28
E01222,E00089,supplier,0.49,9
E02512,E01308,shared_director,0.3,32
E02073,E02712,parent_company,0.88,23
E02386,E02041,co-investor,0.51,11
E02464,E02881,parent_company,0.7,15
E00428,E02086,shared_director,0.97,50
E00854,E02911,supplier,0.22,6
E01358,E02291,co-investor,0.93,43
E01247,E02632,parent_company,1.0,15
E00929,E00718,co-investor,0.18,48
E01528,E00283,co-investor,0.66,17
E02202,E01014,shared_director,0.82,2
E01912,E00850,co-investor,0.36,25
E01929,E02905,co-investor,0.45,47
E00502,E01415,co-investor,0.59,42
E00338,E02569,shared_director,0.34,40
E00471,E01740,supplier,0.5,22
E00054,E00662,parent_company,0.17,43
E00386,E01657,supplier,0.68,19
E00406,E00934,co-investor,0.85,43
E01965,E01584,supplier,0.73,17
E02304,E00834,shared_director,0.83,19
E00106,E00527,parent_company,0.58,19
E02722,E02609,parent_company,0.97,50
E00118,E00621,shared_director,0.97,41
E01425,E00122,shared_director,0.74,12
E00478,E02285,parent_company,0.47,29
E01883,E00505,shared_director,0.99,27
E01784,E00320,supplier,0.23,21
E01615,E00986,co-investor,0.26,3
E00551,E00525,parent_company,0.71,15
E01101,E02514,supplier,0.17,14
E01793,E01735,parent_company,0.9,32
E01467,E02529,supplier,0.18,29
E02517,E00296,co-investor,0.23,20
E01131,E01654,supplier,0.35,2
E02527,E00673,parent_company,0.32,23
E00257,E01876,co-investor,0.87,24
E01779,E01259,parent_company,0.88,25
E00216,E00451,shared_director,0.32,49
E00526,E01555,parent_company,0.16,38
E01462,E02634,shared_director,0.9,41
E01372,E01459,parent_company,0.68,32
E02808,E01797,shared_director,0.87,17
E00380,E01224,supplier,0.12,36
E01325,E00011,parent_company,0.77,22
E01407,E00261,parent_company,0.85,18
E01182,E02799,co-investor,0.89,26
E01971,E00577,parent_company,0.58,35
E00937,E02346,supplier,0.37,49
E00988,E00957,supplier,0.33,24
E01131,E01549,supplier,0.44,31
E01198,E02377,parent_company,0.23,6
E00469,E01068,shared_director,0.57,30
E02416,E01298,parent_company,0.16,45
E00034,E01186,supplier,0.62,19
E00999,E01806,shared_director,0.69,28
E00389,E02105,parent_company,0.15,34
E01532,E02057,supplier,0.15,47
E02854,E02196,shared_director,0.97,6
E01279,E00845,supplier,0.39,5
E01025,E00938,shared_director,0.53,27
E00700,E02586,supplier,0.95,1
E01991,E02247,supplier,0.59,7
E00186,E02520,shared_director,0.67,21
E01734,E01234,parent_company,0.4,30
E00217,E01666,supplier,0.23,28
E02369,E02690,parent_company,0.32,47
E00296,E01525,co-investor,0.26,48
E00804,E00051,shared_director,0.13,12
E00800,E00223,parent_company,0.96,28
E01374,E02651,co-investor,0.92,2
E02766,E01338,parent_company,0.25,48
E00392,E00393,co-investor,0.81,2
E01654,E01675,shared_director,0.13,21
E00309,E01049,co-investor,0.76,37
E00581,E00079,supplier,0.98,26
E01739,E01024,parent_company,0.86,34
E00577,E00528,parent_company,0.87,18
E00154,E00130,co-investor,0.31,38
E00535,E00755,parent_company,0.14,25
E00573,E02683,supplier,0.19,43
E02515,E00190,supplier,0.2,14
E01049,E02189,co-investor,0.29,37
E00414,E00789,parent_company,0.68,24
E00744,E02118,shared_director,0.96,8
E00880,E00649,parent_company,0.76,17
E01375,E01687,co-investor,0.4,14
E01247,E00761,shared_director,0.37,20
E02497,E01814,shared_director,0.81,12
E01081,E02391,shared_director,0.49,18
E00713,E00224,co-investor,0.32,49
E01859,E02608,shared_director,0.66,16
E01134,E02712,co-investor,0.26,31
E00951,E01460,shared_director,0.85,6
E01371,E02820,parent_company,1.0,26
E01520,E01362,supplier,0.34,49
E01598,E00646,co-investor,0.81,41
E02093,E00249,shared_director,0.47,7
E01092,E01937,co-investor,0.3,26
E02383,E02859,co-investor,0.24,29
E01110,E01614,shared_director,0.75,43
E00956,E01385,parent_company,0.61,45
E02824,E02867,shared_director,0.21,41
E02362,E02259,co-investor,0.77,10
E01187,E00830,shared_director,0.54,38
E00618,E01220,supplier,0.4,6
E00642,E02626,shared_director,0.88,45
E01714,E00805,parent_company,0.39,14
E02701,E01174,shared_director,0.59,33
E01758,E01010,supplier,0.47,7
E01611,E02206,parent_company,0.37,31
E02418,E02617,parent_company,0.65,49
E02238,E02693,supplier,0.47,23
E00920,E02760,supplier,0.19,33
E02687,E00806,shared_director,0.18,16
E00095,E02037,parent_company,0.53,25
E00242,E01932,parent_company,0.8,50
E00017,E00391,co-investor,0.58,28
E01975,E02269,supplier,0.6,9
E01584,E01127,parent_company,0.21,8
E01170,E01632,parent_company,0.63,20
E01811,E01626,parent_company,0.39,18
E00591,E02369,parent_company,0.45,45
E01215,E01411,shared_director,0.28,13
E02449,E00446,shared_director,0.22,38
E02412,E02583,co-investor,0.11,26
E02346,E01075,supplier,0.99,8
E00744,E02630,shared_director,0.73,25
E01197,E02324,shared_director,0.18,27
E01850,E02754,supplier,0.47,36
E00919,E00895,co-investor,0.3,8
E00135,E00430,shared_director,0.2,23
E02340,E00113,supplier,0.46,46
E01012,E02326,co-investor,0.76,3
E00334,E00798,parent_company,0.31,18
E00883,E01951,shared_director,0.85,43
E00841,E02809,co-investor,0.58,7
E01153,E00187,co-investor,0.18,4
E00292,E01779,shared_director,0.64,3
E00303,E01029,supplier,0.19,1
E01159,E02369,supplier,0.79,4
E01277,E02688,parent_company,0.9,3
E00617,E02170,shared_director,0.87,8
E01656,E02230,supplier,0.77,5
E02543,E02467,supplier,0.32,10
E00500,E00822,co-investor,0.55,48
E01349,E01239,co-investor,0.9,4
E00859,E01308,parent_company,0.17,4
E02849,E01959,supplier,0.54,38
E00409,E00842,shared_director,0.15,21
E01969,E00406,supplier,0.81,8
E00833,E00554,supplier,0.62,20
E00067,E00555,co-investor,0.92,43
E00018,E00662,supplier,0.36,8
E00543,E02186,shared_director,0.87,20
E01299,E00560,shared_director,0.94,5
E02489,E00873,shared_director,0.53,33
E01510,E02011,shared_director,0.37,28
E00769,E02479,supplier,0.31,6
E00154,E02610,shared_director,0.37,8
E02694,E01553,supplier,0.8,19
E00694,E01022,parent_company,0.21,19
E00197,E00312,parent_company,0.17,22
E00893,E01358,supplier,0.47,43
E01775,E02712,parent_company,0.45,27
E02245,E01038,co-investor,0.4,21
E00719,E02687,shared_director,0.77,5
E00009,E00570,co-investor,0.35,47
E00267,E02899,shared_director,0.63,39
E02887,E02514,co-investor,0.57,23
E01745,E01600,co-investor,0.56,39
E00905,E00240,supplier,0.43,38
E02576,E02871,co-investor,0.49,23
E02718,E01647,parent_company,0.43,50
E02068,E01214,parent_company,0.87,12
E01837,E02614,supplier,0.51,25
E01656,E00546,co-investor,0.46,2
E01061,E01568,supplier,0.53,43
E00176,E00340,co-investor,0.87,42
E01125,E00456,parent_company,0.1,25
E02086,E02656,shared_director,0.88,17
E00166,E02869,shared_director,0.8,7
E00022,E00015,shared_director,0.47,39
E00242,E02754,co-investor,0.99,49
E00411,E01991,parent_company,0.58,1
E01933,E01670,parent_company,0.27,47
E00456,E00499,co-investor,0.88,43
E00661,E00574,parent_company,0.23,10
E00742,E00717,parent_company,0.36,35
E01138,E01930,co-investor,0.88,34
E00789,E01467,co-investor,0.13,18
E00378,E00160,co-investor,0.51,8
E00935,E01528,supplier,0.73,16
E01422,E02733,supplier,0.84,50
E01288,E00796,co-investor,0.97,29
E00597,E00675,parent_company,0.93,1
E01789,E01185,supplier,0.68,43
E01473,E02005,supplier,0.64,30
E02148,E00985,supplier,0.21,35
E00071,E00299,supplier,0.91,7
E02548,E01179,co-investor,0.32,5
E02512,E01364,parent_company,0.81,33
E00392,E02687,co-investor,0.36,36
E01680,E01861,co-investor,0.76,41
E00528,E02256,supplier,0.26,42
E02089,E02762,parent_company,0.12,15
E01411,E02039,supplier,0.71,15
E01904,E02287,supplier,0.7,7
E00909,E02707,shared_director,0.33,16
E01649,E02443,supplier,0.39,22
E02264,E01324,co-investor,0.92,24
E02427,E02344,co-investor,0.73,2
E02232,E01140,parent_company,0.62,48
E00003,E01717,shared_director,0.61,4
E02825,E01221,co-investor,0.9,34
E02490,E02226,shared_director,0.11,5
E00199,E01592,co-investor,0.48,16
E00957,E01853,co-investor,0.43,3
E00340,E01635,co-investor,0.23,27
E00382,E00913,shared_director,0.7,5
E01225,E02408,supplier,0.23,15
E02602,E00084,co-investor,0.28,47
E01633,E02523,parent_company,0.68,26
E01212,E01104,co-investor,0.51,32
E00739,E01324,supplier,0.58,44
E00755,E00985,parent_company,0.91,12
E00871,E01235,supplier,0.79,18
E00328,E01862,parent_company,0.38,47
E01356,E01401,parent_company,0.95,26
E02460,E00443,co-investor,0.58,21
E01879,E01155,supplier,0.45,32
E02307,E01552,supplier,0.25,11
E01512,E01853,supplier,0.32,49
E00873,E00908,parent_company,0.66,22
E02768,E02457,co-investor,0.42,15
E00339,E01320,parent_company,0.57,15
E00189,E01145,supplier,0.92,9
E02479,E01783,shared_director,0.27,45
E02529,E02458,supplier,0.5,7
E01989,E01211,parent_company,0.64,9
E00109,E01238,supplier,0.47,35
E00725,E00489,co-investor,0.72,38
E00722,E01664,shared_director,0.64,31
E00021,E01623,parent_company,0.99,23
E00136,E00883,supplier,0.86,38
E00643,E02049,supplier,0.37,50
E01468,E00032,parent_company,0.24,27
E00391,E02751,supplier,0.2,16
E02634,E00998,parent_company,0.44,15
E02005,E02475,shared_director,0.18,4
E00009,E00239,supplier,0.27,38
E02655,E01400,shared_director,0.19,10
E00755,E01395,shared_director,0.74,44
E01151,E02868,shared_director,0.16,48
E01510,E01450,co-investor,0.1,29
E02374,E02547,parent_company,0.3,19
E01410,E00890,parent_company,0.77,6
E01578,E02667,shared_director,0.52,35
E00310,E01167,co-investor,0.44,29
E01180,E01004,shared_director,0.11,48
E00485,E02519,co-investor,0.95,23
E00803,E02776,supplier,0.93,43
E01849,E02044,shared_director,0.97,46
E01754,E01393,supplier,0.41,43
E01929,E02655,shared_director,0.16,2
E02358,E00656,supplier,0.84,42
E01316,E01953,supplier,0.47,5
E02560,E00246,parent_company,0.22,5
